Id,Prediction,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,PRI_tau_pt,PRI_tau_eta,PRI_lep_pt,PRI_lep_eta,PRI_met,PRI_met_sumet
152700,b,112.508,137.432,1.47,2.479,1.47,136.804,1.172,-1.409,62.993,0.097,73.811,0.886,54.95,86.5
152702,b,51.394,82.398,16.554,2.123,16.554,96.801,0.575,-1.247,61.471,0.13,35.33,0.485,47.976,168.167
152715,b,79.887,81.487,0.489,2.012,0.489,88.2,0.701,-1.391,51.852,1.059,36.348,-0.01,58.882,102.191
152721,b,90.713,82.463,3.417,2.295,3.417,58.725,1.309,-0.234,25.438,1.802,33.287,-0.494,61.808,78.67
152722,b,70.197,37.52,2.34,1.451,2.34,51.007,1.141,-1.403,23.823,0.146,27.184,1.244,47.282,84.598
152724,b,99.81,65.601,1.245,2.393,1.245,78.221,2.661,-1.278,21.364,-1.807,56.857,-2.131,44.971,73.448
152818,b,79.483,105.155,5.177,2.857,5.177,72.772,1.379,-1.374,30.594,-0.749,42.178,1.276,41.545,164.813
152846,b,88.683,22.089,29.648,0.845,29.648,54.587,1.446,-0.79,22.313,-1.169,32.274,-1.32,61.336,170.513
152850,b,54.956,97.03,2.728,2.452,2.728,99.265,0.394,-1.315,71.212,1.613,28.053,0.405,61.043,118.296
152854,b,75.492,111.3,2.028,2.242,2.028,126.507,0.48,-1.341,85.48,0.464,41.027,-0.193,73.184,111.947
152858,b,124.269,207.635,27.391,3.445,27.391,87.677,2.721,-0.973,23.563,1.129,64.114,-2.281,60.219,102.824
152862,b,107.302,64.038,11.806,2.072,11.806,84.688,2.837,-1.35,22.074,-0.765,62.614,-0.678,49.655,106.467
152869,b,68.876,138.508,0.619,3.354,0.619,71.102,1.203,-1.408,32.272,1.634,38.83,-1.029,37.062,100.43
152876,b,58.308,117.805,0.592,3.51,0.592,55.346,1.38,-1.398,23.252,1.753,32.094,-1.119,30.871,39.258
152887,b,93.536,30.716,31.601,1.25,31.601,50.509,1.438,-1.4,20.715,1.055,29.794,0.259,76.542,81.351
152898,b,73.575,98.468,25.078,2.227,25.078,77.188,0.519,-1.392,50.817,2.024,26.371,-0.172,51.611,171.669
152904,b,77.06,66.636,0.274,2.444,0.274,74.114,1.855,-1.356,25.963,1.701,48.151,1.853,33.17,81.253
152908,b,61.321,61.348,22.567,2.307,22.567,60.665,2.005,-1.403,20.189,0.462,40.477,1.76,32.615,94.596
152910,b,128.493,97.852,36.098,2.016,36.098,123.51,2.218,-1.12,38.381,1.683,85.129,1.332,48.674,129.837
152916,b,68.304,100.239,6.497,2.678,6.497,70.133,1.049,-1.411,34.235,-0.112,35.897,-2.157,40.913,133.212
152918,b,81.698,34.652,5.65,1.255,5.65,58.659,1.516,-1.319,23.315,-1.562,35.344,-1.006,48.47,106.933
152923,b,63.244,30.074,2.826,1.272,2.826,50.252,1.231,-1.403,22.527,0.578,27.725,0.95,38.609,112.124
152930,b,63.232,36.881,3.104,1.397,3.104,55.46,0.916,-1.405,28.952,1.01,26.507,1.633,42.857,145.141
152937,s,132.101,96.741,4.693,1.721,4.693,123.221,0.918,-1.414,64.238,-0.585,58.982,-1.211,86.919,268.767
152963,b,92.038,65.758,20.657,2.449,20.657,60.406,2.008,-1.185,20.081,-0.336,40.325,-1.805,53.096,135.367
152993,b,71.656,66.235,1.636,2.267,1.636,59.878,1.472,-1.396,24.219,-0.622,35.66,-2.165,40.128,148.663
153001,b,67.24,126.531,1.296,3.348,1.296,57.842,1.215,-1.406,26.113,-1.334,31.729,1.625,39.995,90.744
153002,s,95.618,38.865,26.18,0.974,26.18,80.321,0.547,-0.32,51.918,-0.409,28.403,-1.373,81.558,181.077
153046,b,77.009,89.956,7.829,2.511,7.829,55.997,1.071,-0.93,27.036,2.008,28.961,-0.494,51.196,215.423
153047,b,91.176,73.417,1.721,2.132,1.721,82.788,1.61,-1.373,31.724,-1.253,51.064,-0.6,45.147,122.869
153050,b,102.043,88.888,3.038,2.375,3.038,99.987,1.805,-1.35,35.64,1.266,64.347,1.208,43.431,148.156
153062,b,76.396,49.426,6.169,2.012,6.169,61.111,1.884,-1.292,21.191,2.169,39.92,1.938,38.0,106.821
153068,b,85.298,77.401,6.505,2.482,6.505,78.632,2.1,-1.316,25.361,0.927,53.27,-0.105,35.821,122.173
153083,b,64.062,44.279,1.808,1.882,1.808,49.441,1.426,-1.394,20.383,-2.317,29.058,-1.171,38.566,75.9
153092,b,49.578,41.341,0.087,1.988,0.087,48.004,1.201,-1.409,21.811,-0.511,26.193,-1.079,27.974,34.15
153097,b,101.015,99.76,21.647,2.151,21.647,93.159,1.33,-1.323,39.975,-2.081,53.184,-0.567,50.11,216.819
153104,b,71.274,28.122,5.414,1.132,5.414,52.695,1.546,-1.411,20.693,-0.164,32.002,0.289,42.045,74.608
153109,b,68.419,145.315,16.071,2.947,16.071,93.987,0.636,-1.41,57.45,-0.73,36.536,1.493,43.46,117.676
153117,b,72.822,28.866,4.163,1.104,4.163,50.062,1.21,-1.081,22.656,0.123,27.407,1.206,48.377,98.349
153134,b,93.941,55.489,23.704,1.931,23.704,67.993,1.489,-1.406,27.318,-2.105,40.675,-1.755,63.952,124.216
153138,b,85.696,123.414,3.733,2.318,3.733,124.338,0.582,-1.376,78.589,0.661,45.749,-0.436,68.061,122.927
153152,s,83.749,63.885,10.982,2.225,10.982,64.572,1.532,-1.373,25.504,-0.441,39.068,-1.569,49.49,171.609
153183,b,89.403,43.971,0.882,1.32,0.882,68.512,1.135,-1.413,32.085,-0.426,36.426,0.315,58.774,96.049
153185,b,91.526,36.364,33.363,0.976,33.363,74.122,1.53,-0.622,29.302,-1.779,44.82,-0.879,50.604,190.195
153194,b,93.395,87.509,27.408,2.614,27.408,70.309,1.232,-1.391,31.5,-0.634,38.809,1.011,64.3,96.253
153195,b,88.792,44.886,23.327,1.693,23.327,55.655,1.338,-1.386,23.801,-1.972,31.854,-0.997,66.363,319.366
153202,b,79.938,27.284,0.661,0.968,0.661,54.509,1.152,-1.411,25.333,-0.049,29.176,0.896,54.881,53.522
153206,b,80.583,35.734,0.186,1.287,0.186,56.946,1.438,-1.393,23.355,-0.662,33.591,-1.493,50.283,27.105
153215,b,104.925,89.202,21.21,2.183,21.21,102.462,1.487,-1.25,41.205,1.091,61.257,1.153,45.943,208.299
153225,b,69.88,52.69,0.287,2.254,0.287,60.243,1.989,-1.34,20.156,0.991,40.087,0.486,32.57,43.725
153237,b,71.498,25.077,21.057,0.935,21.057,52.606,1.389,-0.374,22.022,0.666,30.585,1.568,42.729,84.279
153244,b,93.638,39.073,27.552,1.128,27.552,71.2,2.256,-0.819,21.869,1.263,49.331,2.377,44.966,111.972
153245,b,103.642,55.278,4.323,1.649,4.323,77.849,2.024,-1.335,25.742,-0.509,52.107,0.037,54.178,84.002
153267,b,75.52,64.771,0.212,2.318,0.212,58.831,1.789,-1.359,21.092,2.482,37.738,0.917,40.624,102.085
153269,b,71.686,45.592,0.858,1.592,0.858,59.457,1.025,-1.413,29.365,-1.001,30.092,-0.108,47.25,71.067
153270,b,75.753,25.654,1.131,0.986,1.131,53.374,1.371,-1.402,22.515,1.38,30.859,1.918,47.982,62.011
153272,s,139.532,91.991,9.726,2.097,9.726,115.348,2.406,-1.338,33.863,0.762,81.485,1.081,63.848,233.027
153294,b,73.479,130.418,24.789,2.436,24.789,118.869,0.584,-1.394,75.065,0.162,43.804,1.582,46.612,151.09
153306,b,73.204,54.24,0.439,1.944,0.439,49.199,1.327,-1.401,21.139,0.872,28.06,-1.012,48.255,54.613
153312,b,72.208,35.486,8.102,1.247,8.102,55.881,1.154,-1.388,25.944,0.3,29.937,-0.703,45.766,106.177
153323,b,74.1,50.209,2.774,1.816,2.774,59.548,1.532,-1.394,23.52,1.751,36.027,0.755,41.724,112.352
153325,b,91.016,62.238,2.844,2.079,2.844,76.047,1.933,-1.327,25.931,-1.871,50.116,-1.776,43.782,140.621
153331,b,75.832,65.888,1.867,1.729,1.867,87.982,0.628,-1.37,54.049,-0.839,33.933,-0.494,59.314,125.465
153332,b,90.415,49.451,29.911,1.537,29.911,66.169,0.725,-1.372,38.365,-1.478,27.804,-2.466,84.992,170.415
153334,b,85.25,64.994,0.775,2.511,0.775,71.251,2.449,-1.307,20.661,-0.692,50.59,-1.425,37.269,47.357
153338,b,76.227,66.297,2.886,2.488,2.886,67.135,2.153,-1.331,21.295,0.193,45.84,1.256,33.582,97.061
153339,b,81.379,58.433,29.222,2.293,29.222,64.286,1.248,-1.404,28.602,-1.345,35.683,-1.162,56.66,127.018
153343,b,136.235,89.346,21.695,3.157,21.695,99.728,2.771,-1.414,26.443,0.81,73.285,1.149,64.226,200.45
153357,b,66.289,51.776,2.294,1.821,2.294,53.638,0.949,-1.41,27.523,0.725,26.115,-0.8,45.309,140.649
153362,b,79.011,57.811,21.413,2.255,21.413,49.758,1.468,-1.202,20.164,-0.875,29.594,0.864,53.39,91.318
153372,s,64.102,58.965,1.405,1.761,1.405,80.52,0.521,-1.35,52.949,-0.61,27.571,-0.542,56.299,73.779
153391,b,100.85,20.833,26.101,0.792,26.101,55.196,1.679,-1.056,20.601,-1.986,34.596,-1.696,73.523,190.667
153397,b,68.266,129.849,2.72,3.001,2.72,85.684,0.903,-1.411,45.018,-0.216,40.666,1.858,42.513,108.182
153416,b,73.042,57.768,0.872,2.097,0.872,68.071,1.521,-1.381,27.003,1.223,41.068,1.289,36.593,47.132
153417,b,94.99,194.046,0.663,3.959,0.663,63.674,2.143,-1.335,20.258,2.208,43.417,-1.565,53.724,34.358
153425,b,87.317,157.038,4.217,3.645,4.217,62.608,2.057,-1.373,20.483,1.788,42.126,-1.575,48.167,98.834
153430,b,76.72,46.853,0.53,1.858,0.53,61.461,1.901,-1.352,21.189,1.062,40.271,1.083,39.316,65.073
153433,b,83.121,79.15,29.674,2.404,29.674,79.13,1.347,-1.411,33.72,-0.486,45.41,-1.386,58.29,100.355
153437,b,78.702,32.968,7.857,1.201,7.857,60.344,1.697,-1.371,22.374,-1.067,37.969,-1.109,42.718,121.841
153442,b,90.645,112.033,7.941,2.881,7.941,77.634,1.728,-1.309,28.453,1.827,49.18,-0.256,43.782,127.723
153443,b,98.099,43.269,21.622,1.25,21.622,78.74,2.178,-1.29,24.773,-1.958,53.967,-1.607,45.61,138.214
153452,b,77.7,51.155,0.602,1.921,0.602,64.742,1.732,-1.363,23.702,-1.844,41.04,-1.898,40.079,75.705
153473,b,67.371,29.381,2.406,1.117,2.406,54.884,0.967,-1.414,27.909,-0.347,26.975,-0.66,45.062,87.062
153483,b,53.674,47.734,0.965,1.851,0.965,59.816,0.805,-1.408,33.138,-1.947,26.677,-1.724,35.905,45.929
153490,b,90.473,34.488,4.907,1.08,4.907,61.489,1.124,-1.362,28.956,-0.816,32.532,0.205,63.713,97.742
153497,b,87.494,38.892,1.316,1.328,1.316,60.826,1.574,-1.366,23.63,1.445,37.196,2.288,53.191,28.858
153503,b,96.922,96.425,52.687,2.783,52.687,60.957,1.751,-1.265,22.161,-0.162,38.796,2.24,83.347,169.575
153533,b,77.067,155.065,1.706,3.916,1.706,70.169,2.181,-1.334,22.061,2.194,48.108,-0.853,32.46,84.149
153534,b,103.817,38.829,35.996,0.858,35.996,90.718,1.26,-1.059,40.138,1.468,50.58,2.108,57.355,333.178
153540,b,61.643,79.428,1.47,2.524,1.47,58.655,0.929,-1.413,30.412,0.427,28.243,-1.547,39.99,64.914
153562,b,106.256,74.678,28.329,2.213,28.329,75.513,1.549,-1.19,29.628,-0.711,45.885,0.437,62.251,136.014
153564,b,81.169,152.369,2.111,2.737,2.111,123.615,0.757,-1.401,70.357,-0.241,53.258,-1.793,53.146,158.88
153575,b,72.361,85.181,1.07,1.985,1.07,107.309,0.512,-1.343,70.972,-0.907,36.338,-0.785,64.628,115.192
153599,b,82.718,41.057,16.285,1.327,16.285,66.149,1.656,-1.398,24.905,0.535,41.244,1.199,46.547,212.587
153624,b,71.079,94.516,4.82,2.579,4.82,81.037,0.969,-1.414,41.164,-0.529,39.873,0.878,42.306,96.954
153634,b,77.487,54.101,1.528,1.767,1.528,70.047,1.216,-1.41,31.607,-0.363,38.44,-0.568,45.832,78.816
153645,b,79.021,95.243,1.583,2.652,1.583,69.54,1.33,-1.394,29.85,2.28,39.691,0.322,44.324,80.754
153676,b,71.14,52.075,0.425,1.89,0.425,63.313,1.336,-1.399,27.1,-0.128,36.212,-0.642,39.955,107.881
153680,b,84.871,86.554,2.407,2.571,2.407,69.535,1.826,-1.369,24.603,-0.744,44.933,1.065,43.791,73.93
153682,b,95.921,117.988,0.433,2.572,0.433,97.288,1.211,-1.407,44.008,-1.27,53.28,0.307,52.237,49.858
153685,b,77.75,39.111,2.094,1.344,2.094,60.08,1.106,-1.405,28.531,-0.61,31.549,-1.329,50.963,78.444
153702,b,87.976,43.991,24.832,1.381,24.832,68.416,2.108,-0.999,22.016,0.841,46.4,1.775,41.701,66.61
153707,b,116.28,213.0,45.287,2.983,45.287,104.008,0.849,-0.727,56.258,-0.875,47.75,2.04,84.069,239.664
153712,b,281.533,120.927,25.25,3.137,25.25,167.051,5.461,1.403,25.856,-1.879,141.195,-1.812,140.361,212.198
153718,b,65.802,47.343,17.379,2.087,17.379,54.824,1.14,-1.407,25.62,0.916,29.204,0.811,45.067,145.689
153736,b,79.181,76.176,0.258,2.446,0.258,73.666,1.644,-1.373,27.867,-2.32,45.799,-1.19,38.09,40.323
153743,s,272.676,78.226,1.526,0.892,1.526,179.913,1.59,-1.386,69.451,-1.643,110.462,-1.007,170.873,192.021
153745,b,90.555,73.522,3.427,1.95,3.427,88.083,1.108,-1.41,41.779,2.412,46.304,2.096,53.541,74.957
153758,b,102.425,164.67,30.066,3.092,30.066,89.293,0.638,-1.407,54.511,0.892,34.782,-1.761,92.794,212.404
153770,b,82.725,23.23,29.146,0.797,29.146,58.294,1.198,-0.569,26.518,1.649,31.776,1.055,54.978,130.707
153776,b,97.585,83.389,20.756,2.382,20.756,56.53,1.238,-1.276,25.262,2.037,31.267,-0.325,76.263,193.023
153785,b,104.338,134.425,1.406,2.872,1.406,120.53,1.617,-1.378,46.064,-1.806,74.466,-0.636,40.002,61.342
153786,b,66.47,65.502,15.374,2.154,15.374,64.149,0.81,-1.383,35.451,0.619,28.698,1.907,42.427,117.402
153791,b,72.638,77.392,32.711,2.12,32.711,65.703,1.699,-1.04,24.34,0.287,41.362,-1.699,36.348,122.026
153795,b,81.41,47.772,0.627,1.73,0.627,62.332,1.709,-1.372,23.013,2.019,39.319,1.341,45.454,67.707
153798,b,74.332,43.825,36.077,1.608,36.078,58.371,1.4,-1.181,24.323,2.267,34.048,1.476,59.802,127.861
153825,b,64.496,78.867,22.747,1.951,22.747,87.165,0.495,-1.374,58.3,0.321,28.865,-0.97,45.46,131.252
153828,b,74.079,14.304,25.335,0.461,25.335,62.171,1.49,-0.905,24.973,0.273,37.198,0.721,36.883,87.289
153849,b,92.147,99.975,24.475,2.038,24.475,96.116,0.955,-1.411,49.165,0.489,46.951,1.99,50.108,95.49
153869,b,78.857,58.197,2.865,1.791,2.865,73.014,1.063,-1.41,35.387,-0.828,37.628,-0.35,48.077,87.548
153875,b,59.244,41.309,1.144,1.769,1.144,53.635,1.24,-1.41,23.947,1.032,29.688,0.953,34.632,64.08
153876,b,80.054,30.89,25.139,0.985,25.139,64.647,0.87,-1.051,34.575,1.982,30.073,1.597,53.298,139.049
153888,b,63.691,70.146,9.482,2.282,9.482,60.671,0.965,-1.391,30.878,-1.319,29.793,0.309,37.448,59.88
153889,b,69.904,51.087,24.548,2.341,24.548,54.904,1.256,-1.397,24.341,1.19,30.562,1.592,47.337,78.017
153898,b,84.806,57.506,25.65,1.946,25.65,68.533,1.059,-1.414,33.291,1.762,35.242,2.161,65.23,120.466
153900,b,98.168,112.75,21.893,2.861,21.893,91.115,2.327,-1.404,27.39,-1.253,63.724,0.514,46.009,180.689
153907,b,72.967,68.448,5.805,2.331,5.805,61.498,1.427,-1.409,25.339,-2.458,36.158,-0.964,43.144,124.94
153939,b,128.088,74.624,38.332,2.085,38.332,65.305,1.861,-1.051,22.826,-0.143,42.479,1.822,96.583,119.496
153948,b,90.66,46.342,1.082,1.514,1.082,57.998,1.627,-1.397,22.08,0.061,35.918,-1.404,57.582,52.06
153952,b,78.434,55.141,7.395,2.246,7.395,63.503,1.848,-1.342,22.297,1.573,41.206,1.868,39.962,115.84
153958,b,136.216,75.607,29.86,2.595,29.86,91.192,3.075,-0.404,22.377,1.164,68.815,1.151,68.02,143.95
153970,b,105.589,73.429,24.246,2.051,24.246,86.07,1.272,-1.408,37.877,1.732,48.193,1.506,70.111,132.417
154004,s,125.684,68.059,0.505,1.114,0.505,151.8,0.306,-1.247,116.271,-0.83,35.529,-0.94,135.407,173.998
154021,b,78.233,46.868,1.106,1.623,1.106,62.098,1.348,-1.404,26.45,0.198,35.648,-0.552,47.238,105.196
154029,b,76.046,26.276,21.693,1.05,21.693,50.444,1.261,-1.107,22.309,2.429,28.134,1.712,58.108,143.097
154030,s,124.526,34.021,33.989,0.863,33.989,82.527,1.572,-1.126,32.082,1.857,50.445,2.208,87.094,184.119
154032,b,95.091,80.192,35.457,2.031,35.457,75.253,2.706,-0.127,20.308,-0.488,54.945,1.543,41.598,144.013
154043,b,80.562,58.055,5.592,2.109,5.592,69.786,2.028,-1.31,23.044,0.652,46.742,0.242,36.413,129.214
154052,b,50.319,72.875,32.946,2.608,32.946,75.108,0.85,-1.391,40.601,0.176,34.507,-0.113,52.585,168.069
154058,b,71.569,78.482,3.372,2.507,3.372,67.666,1.462,-1.403,27.479,0.525,40.186,-0.983,37.639,95.861
154065,b,59.477,83.572,1.199,2.942,1.199,52.7,1.49,-1.387,21.163,-0.947,31.537,1.335,31.429,70.58
154073,b,74.263,29.947,4.925,1.229,4.925,52.311,1.411,-1.359,21.693,0.412,30.618,0.688,46.924,112.554
154075,b,70.064,75.412,1.586,2.514,1.586,49.599,1.346,-1.385,21.145,0.436,28.454,-1.933,44.317,75.817
154078,b,90.387,89.898,27.43,2.576,27.43,78.747,1.074,-1.408,37.976,-1.954,40.77,-0.63,62.355,123.925
154090,b,74.975,59.852,1.244,2.424,1.244,63.254,2.103,-1.338,20.383,-0.308,42.871,0.573,34.93,46.553
154091,b,66.279,56.004,4.145,1.801,4.145,66.985,0.672,-1.373,40.073,-1.21,26.912,-2.175,52.759,54.226
154095,b,89.043,55.919,1.085,2.05,1.085,70.383,2.26,-1.315,21.588,-2.226,48.795,-1.945,42.734,70.767
154107,b,100.06,72.473,3.018,2.462,3.018,81.879,2.383,-1.322,24.205,-2.342,57.674,-1.821,45.429,70.001
154112,b,71.388,34.401,1.096,1.454,1.096,52.747,1.613,-1.377,20.188,-1.592,32.559,-1.88,41.817,61.841
154128,b,81.1,156.966,17.197,2.7,17.197,127.124,0.901,-1.383,66.872,1.747,60.252,0.198,51.348,151.819
154132,b,105.014,52.249,1.424,1.79,1.424,74.517,2.667,-1.295,20.322,-1.712,54.195,-2.012,52.87,50.302
154137,b,80.526,82.423,1.791,2.418,1.791,65.247,1.323,-1.403,28.092,0.035,37.155,-1.818,48.644,90.663
154149,b,84.377,54.48,0.885,1.666,0.885,73.548,1.229,-1.409,33.002,0.992,40.546,1.25,50.316,46.283
154157,b,73.757,197.044,23.939,3.297,23.939,96.691,0.922,-1.343,50.301,0.814,46.391,-1.97,45.089,120.431
154160,b,105.07,92.09,24.511,2.656,24.511,97.613,1.653,-1.402,36.796,1.407,60.817,1.564,54.419,110.803
154162,b,55.541,120.148,24.497,3.15,24.497,72.196,0.564,-1.295,46.166,0.845,26.03,-1.554,63.821,172.451
154178,b,101.841,73.758,13.578,1.801,13.578,76.163,1.433,-1.319,31.299,-1.75,44.863,-0.112,58.523,146.335
154180,b,61.501,46.733,2.479,1.909,2.479,49.462,1.234,-1.414,22.143,0.049,27.319,-1.257,38.817,63.893
154184,b,79.712,68.85,1.468,2.386,1.468,68.649,1.93,-1.347,23.433,0.444,45.217,1.596,37.826,43.013
154196,b,73.737,53.946,21.881,1.665,21.881,59.985,1.451,-1.066,24.475,-2.267,35.51,-0.676,40.383,65.646
154209,b,64.621,81.432,1.65,2.224,1.65,83.975,0.643,-1.389,51.107,0.553,32.869,-0.483,48.857,120.722
154211,b,77.157,34.693,2.797,1.38,2.797,52.949,1.639,-1.341,20.064,2.377,32.885,1.557,46.678,46.714
154221,b,92.092,89.014,5.793,2.525,5.793,66.462,1.661,-1.387,24.977,1.608,41.485,-0.429,55.402,98.735
154222,b,85.636,92.618,38.283,2.213,38.283,71.229,1.692,-0.157,26.455,-2.017,44.775,0.194,43.956,108.962
154236,b,95.967,61.194,2.928,1.981,2.928,72.569,2.16,-1.31,22.963,1.136,49.606,2.062,48.552,103.775
154238,b,76.422,46.508,2.442,1.587,2.442,58.159,1.181,-1.414,26.67,-0.422,31.489,0.746,49.873,70.088
154277,b,88.745,35.895,0.765,1.27,0.765,62.989,1.777,-1.358,22.68,-0.989,40.309,-0.95,51.113,36.575
154302,b,86.824,96.755,3.298,2.472,3.298,62.951,0.944,-1.409,32.376,0.24,30.575,-2.16,62.769,86.852
154311,b,93.03,99.135,28.04,1.988,28.04,120.124,0.518,-1.277,79.132,1.492,40.992,0.863,100.821,277.696
154317,b,94.722,82.533,24.69,2.371,24.69,89.127,1.289,-1.274,38.931,-1.822,50.196,-2.087,45.835,103.363
154323,b,70.14,43.363,0.578,1.835,0.578,56.713,1.761,-1.367,20.542,-2.14,36.171,-2.018,37.072,39.712
154328,b,80.037,29.425,6.455,1.063,6.455,53.157,1.055,-1.413,25.869,0.835,27.288,1.857,59.027,132.125
154339,b,93.947,114.083,28.294,3.151,28.294,65.772,1.385,-1.381,27.577,1.125,38.196,-1.312,64.686,147.579
154344,b,90.76,38.591,0.251,1.28,0.251,60.355,1.582,-1.377,23.379,1.802,36.976,0.748,56.756,27.892
154353,b,76.931,41.256,3.477,1.549,3.477,52.693,1.398,-1.401,21.97,-1.503,30.723,-0.29,50.254,104.393
154358,b,71.346,52.87,2.242,1.934,2.242,64.645,1.382,-1.403,27.141,0.259,37.505,0.508,39.61,107.279
154366,b,102.185,75.127,3.103,2.021,3.103,82.812,1.625,-1.359,31.551,-1.338,51.262,-2.363,54.828,70.162
154387,b,103.983,72.959,4.731,2.013,4.731,66.808,2.071,-1.334,21.753,1.298,45.055,-0.656,60.362,102.368
154388,b,91.629,28.031,4.214,0.891,4.214,62.347,1.309,-1.296,27.007,1.763,35.339,0.985,59.614,143.777
154399,b,85.695,76.407,2.695,2.449,2.695,65.921,1.849,-1.359,23.139,2.019,42.782,0.361,46.363,52.721
154405,s,38.189,100.988,39.074,2.418,39.074,122.93,0.33,-0.919,92.459,2.034,30.471,1.628,99.637,179.226
154407,b,101.921,39.438,4.514,1.323,4.514,69.567,2.411,-1.295,20.394,1.429,49.173,1.811,54.201,106.845
154409,b,71.684,45.002,1.262,1.418,1.262,68.785,0.708,-1.393,40.264,-0.646,28.521,-1.117,53.208,79.782
154428,b,54.842,147.93,24.722,2.747,24.722,124.755,0.627,-1.235,76.68,1.279,48.074,-0.189,60.01,225.017
154433,b,84.703,43.412,1.055,1.372,1.055,60.293,1.141,-1.414,28.167,-0.12,32.126,1.121,56.978,79.915
154448,b,92.433,143.405,10.804,2.927,10.804,77.151,0.91,-1.386,40.391,-1.602,36.76,1.075,61.25,182.985
154457,b,76.553,77.354,24.056,2.362,24.056,63.356,1.013,-1.219,31.467,-1.024,31.889,0.726,46.694,102.464
154471,b,78.96,230.951,17.503,2.551,17.503,261.563,0.416,-1.243,184.784,0.464,76.78,0.11,122.82,351.204
154479,b,88.083,105.885,28.898,3.564,28.898,60.498,1.805,-1.232,21.567,-0.02,38.931,-2.465,50.271,116.822
154480,b,81.633,85.308,23.609,2.306,23.609,64.046,1.823,-1.191,22.684,-0.397,41.362,1.833,42.744,136.191
154489,b,66.734,49.978,1.316,2.131,1.316,58.899,1.736,-1.356,21.527,-1.67,37.372,-1.924,32.376,47.709
154498,b,89.355,35.448,3.193,0.966,3.193,73.624,0.683,-1.407,43.751,-1.377,29.873,-2.177,68.329,109.183
154503,b,65.047,74.799,1.378,2.384,1.378,71.083,1.126,-1.413,33.442,-0.588,37.642,0.551,36.134,45.016
154518,b,84.641,55.247,0.683,1.883,0.683,56.914,1.798,-1.364,20.344,2.281,36.57,0.662,50.405,39.118
154529,b,76.501,35.164,1.243,1.245,1.243,60.31,1.199,-1.41,27.429,-0.123,32.881,0.069,48.145,58.65
154532,b,64.836,88.208,0.614,2.992,0.614,52.769,1.628,-1.372,20.081,2.332,32.687,-0.105,35.016,59.942
154543,b,64.903,67.117,1.717,1.831,1.717,89.844,0.457,-1.314,61.675,-0.811,28.17,-1.212,61.526,109.157
154550,b,71.175,43.464,1.884,1.784,1.884,56.421,1.765,-1.377,20.406,0.665,36.016,0.109,38.398,56.547
154568,b,81.202,40.542,0.463,1.167,0.463,72.292,0.601,-1.377,45.151,0.437,27.141,-0.319,65.685,55.774
154577,b,61.79,73.8,1.563,2.229,1.563,75.935,0.851,-1.408,41.019,-1.756,34.915,-0.83,39.175,55.874
154585,b,108.165,64.235,22.65,1.75,22.65,85.486,1.713,-1.413,31.509,-0.619,53.976,-1.013,66.825,236.67
154596,b,84.431,137.972,18.171,2.768,18.171,139.654,1.246,-1.414,62.173,1.225,77.481,0.904,38.117,174.064
154611,b,85.389,93.832,0.98,2.911,0.98,81.386,2.046,-1.34,26.716,-0.975,54.67,-2.394,35.039,89.199
154624,b,105.21,50.46,3.229,1.157,3.229,84.755,0.69,-1.344,50.152,0.563,34.603,1.667,81.043,67.898
154641,b,75.682,131.211,14.371,3.0,14.371,89.698,1.188,-1.411,40.997,0.874,48.701,-1.102,45.071,206.064
154643,b,82.223,104.207,1.171,2.742,1.171,69.944,1.312,-1.398,30.259,-2.396,39.686,-0.232,47.782,40.183
154649,b,88.379,60.166,17.856,2.406,17.856,63.813,2.073,-1.375,20.765,-1.968,43.048,-1.101,50.674,130.623
154673,b,85.738,69.103,48.351,1.797,48.351,78.203,0.585,-0.946,49.343,-2.315,28.86,-0.975,96.564,155.283
154708,b,72.318,70.6,0.556,2.453,0.556,63.942,1.651,-1.372,24.116,-0.549,39.826,-1.96,36.314,37.128
154709,b,80.009,78.88,18.933,2.077,18.933,91.015,0.58,-1.399,57.599,-1.539,33.416,-0.873,70.377,161.878
154725,b,77.125,17.132,24.484,0.674,24.484,51.577,1.042,-0.968,25.259,1.859,26.318,2.016,63.469,104.453
154727,b,86.811,31.067,1.219,0.96,1.219,64.209,0.998,-1.413,32.129,0.166,32.08,-0.565,60.324,53.195
154730,b,98.795,55.358,21.587,1.743,21.587,64.839,1.384,-1.414,27.199,-0.84,37.64,-2.017,72.29,61.947
154742,b,76.106,55.557,2.117,1.586,2.117,78.669,0.755,-1.399,44.818,2.314,33.851,2.213,53.759,117.146
154743,b,80.608,25.155,0.816,0.943,0.816,56.16,1.449,-1.382,22.931,-1.147,33.23,-1.009,50.488,101.743
154744,b,110.615,59.024,21.552,1.96,21.552,73.04,1.911,-1.282,25.09,-1.164,47.95,-1.667,66.051,89.31
154746,b,80.706,100.745,5.198,2.708,5.198,57.109,1.186,-1.314,26.126,-0.514,30.983,2.136,52.917,94.753
154762,b,95.166,36.958,0.245,1.156,0.245,62.556,1.485,-1.386,25.171,-2.057,37.384,-0.981,60.994,75.007
